PLC3_InputRegisters_IW0,PLC3_MemoryRegisters_MW1,PLC3_Coils_QX00,PLC1_InputRegisters_IW0,PLC1_MemoryRegisters_MW0,PLC1_MemoryRegisters_MW1,PLC1_Coils_QX00,PLC1_Coils_QX01,PLC1_Coils_QX02,PLC2_InputRegisters_IW0,PLC2_MemoryRegisters_MW0,PLC2_MemoryRegisters_MW1,PLC2_Coils_QX00,prev_PLC3_InputRegisters_IW0,prev_PLC3_Coils_QX00,prev_PLC1_InputRegisters_IW0,prev_PLC1_Coils_QX00,prev_PLC1_Coils_QX01,prev_PLC1_Coils_QX02,prev_PLC2_InputRegisters_IW0,prev_PLC2_Coils_QX00
1,10,0,57,40,80,0,1,1,19,10,20,1,1,0,57,0,1,1,19,1
1,10,0,56,40,80,0,1,1,19,10,20,1,1,0,57,0,1,1,19,1
1,10,0,56,40,80,0,1,1,19,10,20,1,1,0,56,0,1,1,19,1
1,10,0,56,40,80,0,1,1,19,10,20,1,1,0,56,0,1,1,19,1
1,10,0,56,40,80,0,1,1,19,10,20,1,1,0,56,0,1,1,19,1
1,10,0,55,40,80,0,1,1,19,10,20,1,1,0,56,0,1,1,19,1
1,10,0,55,40,80,0,1,1,19,10,20,1,1,0,55,0,1,1,19,1
1,10,0,55,40,80,0,1,1,20,10,20,0,1,0,55,0,1,1,19,1
1,10,0,55,40,80,0,1,1,20,10,20,0,1,0,55,0,1,1,20,0
1,10,0,55,40,80,0,1,1,20,10,20,0,1,0,55,0,1,1,20,0
1,10,0,54,40,80,0,1,1,20,10,20,0,1,0,55,0,1,1,20,0
1,10,0,54,40,80,0,1,1,20,10,20,0,1,0,54,0,1,1,20,0
1,10,0,54,40,80,0,1,1,20,10,20,0,1,0,54,0,1,1,20,0
1,10,0,54,40,80,0,0,0,20,10,20,0,1,0,54,0,1,1,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,54,0,0,0,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,20,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,20,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,19,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,19,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,18,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,18,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,17,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,17,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,16,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,16,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,15,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,15,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,14,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,14,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
1,10,0,53,40,80,0,0,0,13,10,20,0,1,0,53,0,0,0,13,0
