PLC3_InputRegisters_IW0,PLC3_MemoryRegisters_MW1,PLC3_Coils_QX00,PLC1_InputRegisters_IW0,PLC1_InputRegisters_IW1,PLC1_MemoryRegisters_MW0,PLC1_MemoryRegisters_MW1,PLC1_MemoryRegisters_MW2,PLC1_MemoryRegisters_MW3,PLC1_Coils_QX00,PLC1_Coils_QX01,PLC1_Coils_QX02,PLC1_Coils_QX03,PLC1_Coils_QX04,PLC2_InputRegisters_IW0,PLC2_MemoryRegisters_MW0,PLC2_MemoryRegisters_MW1,PLC2_Coils_QX00,prev_PLC3_InputRegisters_IW0,prev_PLC3_Coils_QX00,prev_PLC1_InputRegisters_IW0,prev_PLC1_InputRegisters_IW1,prev_PLC1_Coils_QX00,prev_PLC1_Coils_QX01,prev_PLC1_Coils_QX02,prev_PLC1_Coils_QX03,prev_PLC1_Coils_QX04,prev_PLC2_InputRegisters_IW0,prev_PLC2_Coils_QX00
8,10,0,79,25,40,80,5,35,0,0,0,1,0,16,10,20,0,8,0,79,25,1,0,0,1,0,16,0
8,10,0,80,25,40,80,5,35,0,0,0,1,0,16,10,20,0,8,0,79,25,0,0,0,1,0,16,0
8,10,0,80,25,40,80,5,35,0,0,0,1,0,16,10,20,0,8,0,80,25,0,0,0,1,0,16,0
8,10,0,80,25,40,80,5,35,0,0,0,1,0,16,10,20,0,8,0,80,25,0,0,0,1,0,16,0
8,10,0,80,25,40,80,5,35,0,0,0,1,0,16,10,20,0,8,0,80,25,0,0,0,1,0,16,0
8,10,0,80,25,40,80,5,35,0,0,0,1,0,16,10,20,0,8,0,80,25,0,0,0,1,0,16,0
8,10,0,80,25,40,80,5,35,0,0,0,1,0,16,10,20,0,8,0,80,25,0,0,0,1,0,16,0
8,10,0,80,25,40,80,5,35,0,0,0,1,0,16,10,20,0,8,0,80,25,0,0,0,1,0,16,0
8,10,0,80,25,40,80,5,35,0,0,0,1,0,16,10,20,0,8,0,80,25,0,0,0,1,0,16,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,25,0,0,0,1,0,16,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,15,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,15,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,14,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,26,0,0,0,1,0,14,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,26,0,0,0,1,0,13,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,26,0,0,0,1,0,13,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,26,0,0,0,1,0,13,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,26,0,0,0,1,0,13,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,26,0,0,0,1,0,13,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,26,0,0,0,1,0,13,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,26,0,0,0,1,0,13,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,26,0,0,0,1,0,13,0
8,10,0,80,26,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,26,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,26,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,27,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,27,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,27,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,27,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,27,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,27,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,27,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,27,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,27,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,27,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,27,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,27,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,27,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,13,10,20,0,8,0,80,27,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,13,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
8,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,8,0,80,27,0,0,0,1,0,12,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,9,0,80,27,0,0,0,1,0,12,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,9,0,80,27,0,0,0,1,0,12,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,9,0,80,27,0,0,0,1,0,12,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,9,0,80,27,0,0,0,1,0,12,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,9,0,80,27,0,0,0,1,0,12,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,9,0,80,27,0,0,0,1,0,12,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,12,10,20,0,9,0,80,27,0,0,0,1,0,12,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,27,0,0,0,1,0,12,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,27,0,0,0,1,0,11,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,27,0,0,0,1,0,11,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,27,0,0,0,1,0,11,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,27,0,0,0,1,0,11,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,27,0,0,0,1,0,11,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,27,0,0,0,1,0,11,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,27,0,0,0,1,0,11,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,27,0,0,0,1,0,11,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,27,0,0,0,1,0,11,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,27,0,0,0,1,0,11,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,27,0,0,0,1,0,11,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,27,0,0,0,1,0,11,0
9,10,0,80,27,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,27,0,0,0,1,0,11,0
9,10,0,80,28,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,27,0,0,0,1,0,11,0
9,10,0,80,28,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,28,0,0,0,1,0,11,0
9,10,0,80,28,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,28,0,0,0,1,0,11,0
9,10,0,80,28,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,28,0,0,0,1,0,11,0
9,10,0,80,28,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,28,0,0,0,1,0,11,0
9,10,0,80,28,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,28,0,0,0,1,0,11,0
9,10,0,80,28,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,28,0,0,0,1,0,11,0
9,10,0,80,28,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,28,0,0,0,1,0,11,0
9,10,0,80,28,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,28,0,0,0,1,0,11,0
9,10,0,80,28,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,28,0,0,0,1,0,11,0
9,10,0,80,28,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,28,0,0,0,1,0,11,0
9,10,0,80,28,40,80,5,35,0,0,0,1,0,11,10,20,0,9,0,80,28,0,0,0,1,0,11,0
9,10,0,80,28,40,80,5,35,0,0,0,1,0,10,10,20,1,9,0,80,28,0,0,0,1,0,11,0
9,10,0,80,28,40,80,5,35,0,0,0,1,0,10,10,20,1,9,0,80,28,0,0,0,1,0,10,1
9,10,0,80,28,40,80,5,35,0,0,0,1,0,10,10,20,1,9,0,80,28,0,0,0,1,0,10,1
9,10,0,80,28,40,80,5,35,0,0,0,1,0,10,10,20,1,9,0,80,28,0,0,0,1,0,10,1
9,10,0,80,28,40,80,5,35,0,0,0,1,0,10,10,20,1,9,0,80,28,0,0,0,1,0,10,1
9,10,0,80,28,40,80,5,35,0,0,0,1,0,10,10,20,1,9,0,80,28,0,0,0,1,0,10,1
9,10,0,80,28,40,80,5,35,0,1,1,1,0,10,10,20,1,9,0,80,28,0,0,0,1,0,10,1
9,10,0,80,28,40,80,5,35,0,1,1,1,0,10,10,20,1,9,0,80,28,0,1,1,1,0,10,1
9,10,0,80,28,40,80,5,35,0,1,1,1,0,10,10,20,1,9,0,80,28,0,1,1,1,0,10,1
9,10,0,79,28,40,80,5,35,0,1,1,1,0,10,10,20,1,9,0,80,28,0,1,1,1,0,10,1
9,10,0,79,28,40,80,5,35,0,1,1,1,0,10,10,20,1,9,0,79,28,0,1,1,1,0,10,1
9,10,0,79,28,40,80,5,35,0,1,1,1,0,11,10,20,1,9,0,79,28,0,1,1,1,0,10,1
9,10,0,78,28,40,80,5,35,0,1,1,1,0,11,10,20,1,9,0,79,28,0,1,1,1,0,11,1
9,10,0,78,28,40,80,5,35,0,1,1,1,0,11,10,20,1,9,0,78,28,0,1,1,1,0,11,1
9,10,0,77,28,40,80,5,35,0,1,1,1,0,11,10,20,1,9,0,78,28,0,1,1,1,0,11,1
9,10,0,77,28,40,80,5,35,0,1,1,1,0,11,10,20,1,9,0,77,28,0,1,1,1,0,11,1
9,10,0,76,28,40,80,5,35,0,1,1,1,0,12,10,20,1,9,0,77,28,0,1,1,1,0,11,1
9,10,0,76,28,40,80,5,35,0,1,1,1,0,12,10,20,1,9,0,76,28,0,1,1,1,0,12,1
9,10,0,75,28,40,80,5,35,0,1,1,1,0,12,10,20,1,9,0,76,28,0,1,1,1,0,12,1
9,10,0,75,28,40,80,5,35,0,1,1,1,0,12,10,20,1,9,0,75,28,0,1,1,1,0,12,1
9,10,0,75,28,40,80,5,35,0,1,1,1,0,12,10,20,1,9,0,75,28,0,1,1,1,0,12,1
9,10,0,75,28,40,80,5,35,0,1,1,1,0,12,10,20,1,9,0,75,28,0,1,1,1,0,12,1
9,10,0,74,28,40,80,5,35,0,1,1,1,0,12,10,20,1,9,0,75,28,0,1,1,1,0,12,1
9,10,0,74,28,40,80,5,35,0,1,1,1,0,13,10,20,1,9,0,74,28,0,1,1,1,0,12,1
9,10,0,73,28,40,80,5,35,0,1,1,1,0,13,10,20,1,9,0,74,28,0,1,1,1,0,13,1
9,10,0,73,28,40,80,5,35,0,1,1,1,0,13,10,20,1,9,0,73,28,0,1,1,1,0,13,1
9,10,0,72,28,40,80,5,35,0,1,1,1,0,13,10,20,1,9,0,73,28,0,1,1,1,0,13,1
9,10,0,72,28,40,80,5,35,0,1,1,1,0,13,10,20,1,9,0,72,28,0,1,1,1,0,13,1
9,10,0,72,28,40,80,5,35,0,1,1,1,0,13,10,20,1,9,0,72,28,0,1,1,1,0,13,1
9,10,0,72,28,40,80,5,35,0,1,1,1,0,13,10,20,1,9,0,72,28,0,1,1,1,0,13,1
9,10,0,71,28,40,80,5,35,0,1,1,1,0,13,10,20,1,9,0,72,28,0,1,1,1,0,13,1
9,10,0,71,28,40,80,5,35,0,1,1,1,0,14,10,20,1,9,0,71,28,0,1,1,1,0,13,1
9,10,0,71,28,40,80,5,35,0,1,1,1,0,14,10,20,1,9,0,71,28,0,1,1,1,0,14,1
9,10,0,70,28,40,80,5,35,0,1,1,1,0,14,10,20,1,9,0,71,28,0,1,1,1,0,14,1
9,10,0,70,28,40,80,5,35,0,1,1,1,0,14,10,20,1,9,0,70,28,0,1,1,1,0,14,1
9,10,0,70,28,40,80,5,35,0,1,1,1,0,14,10,20,1,9,0,70,28,0,1,1,1,0,14,1
9,10,0,69,28,40,80,5,35,0,1,1,1,0,14,10,20,1,9,0,70,28,0,1,1,1,0,14,1
9,10,0,69,28,40,80,5,35,0,1,1,1,0,14,10,20,1,9,0,69,28,0,1,1,1,0,14,1
9,10,0,69,28,40,80,5,35,0,1,1,1,0,15,10,20,1,9,0,69,28,0,1,1,1,0,14,1
9,10,0,68,29,40,80,5,35,0,1,1,1,0,15,10,20,1,9,0,69,28,0,1,1,1,0,15,1
9,10,0,68,29,40,80,5,35,0,1,1,1,0,15,10,20,1,9,0,68,29,0,1,1,1,0,15,1
9,10,0,68,29,40,80,5,35,0,1,1,1,0,15,10,20,1,9,0,68,29,0,1,1,1,0,15,1
9,10,0,67,29,40,80,5,35,0,1,1,1,0,15,10,20,1,9,0,68,29,0,1,1,1,0,15,1
9,10,0,67,29,40,80,5,35,0,1,1,1,0,15,10,20,1,9,0,67,29,0,1,1,1,0,15,1
9,10,0,67,29,40,80,5,35,0,1,1,1,0,15,10,20,1,9,0,67,29,0,1,1,1,0,15,1
9,10,0,66,29,40,80,5,35,0,1,1,1,0,15,10,20,1,9,0,67,29,0,1,1,1,0,15,1
9,10,0,66,29,40,80,5,35,0,1,1,1,0,16,10,20,1,9,0,66,29,0,1,1,1,0,15,1
9,10,0,66,29,40,80,5,35,0,1,1,1,0,16,10,20,1,9,0,66,29,0,1,1,1,0,16,1
9,10,0,65,29,40,80,5,35,0,1,1,1,0,16,10,20,1,9,0,66,29,0,1,1,1,0,16,1
9,10,0,65,29,40,80,5,35,0,1,1,1,0,16,10,20,1,9,0,65,29,0,1,1,1,0,16,1
9,10,0,64,29,40,80,5,35,0,1,1,1,0,16,10,20,1,9,0,65,29,0,1,1,1,0,16,1
9,10,0,64,29,40,80,5,35,0,1,1,1,0,16,10,20,1,9,0,64,29,0,1,1,1,0,16,1
9,10,0,64,29,40,80,5,35,0,1,1,1,0,16,10,20,1,9,0,64,29,0,1,1,1,0,16,1
9,10,0,63,29,40,80,5,35,0,1,1,1,0,16,10,20,1,9,0,64,29,0,1,1,1,0,16,1
9,10,0,63,29,40,80,5,35,0,1,1,1,0,17,10,20,1,9,0,63,29,0,1,1,1,0,16,1
9,10,0,63,29,40,80,5,35,0,1,1,1,0,17,10,20,1,9,0,63,29,0,1,1,1,0,17,1
9,10,0,62,29,40,80,5,35,0,1,1,1,0,17,10,20,1,9,0,63,29,0,1,1,1,0,17,1
9,10,0,62,29,40,80,5,35,0,1,1,1,0,17,10,20,1,9,0,62,29,0,1,1,1,0,17,1
9,10,0,61,29,40,80,5,35,0,1,1,1,0,17,10,20,1,9,0,62,29,0,1,1,1,0,17,1
9,10,0,61,29,40,80,5,35,0,1,1,1,0,17,10,20,1,9,0,61,29,0,1,1,1,0,17,1
9,10,0,61,29,40,80,5,35,0,1,1,1,0,17,10,20,1,9,0,61,29,0,1,1,1,0,17,1
9,10,0,60,29,40,80,5,35,0,1,1,1,0,18,10,20,1,9,0,61,29,0,1,1,1,0,17,1
9,10,0,60,29,40,80,5,35,0,1,1,1,0,18,10,20,1,9,0,60,29,0,1,1,1,0,18,1
9,10,0,60,29,40,80,5,35,0,1,1,1,0,18,10,20,1,9,0,60,29,0,1,1,1,0,18,1
9,10,0,60,29,40,80,5,35,0,1,1,1,0,18,10,20,1,9,0,60,29,0,1,1,1,0,18,1
9,10,0,60,29,40,80,5,35,0,1,1,1,0,18,10,20,1,9,0,60,29,0,1,1,1,0,18,1
9,10,0,59,29,40,80,5,35,0,1,1,1,0,18,10,20,1,9,0,60,29,0,1,1,1,0,18,1
9,10,0,59,29,40,80,5,35,0,1,1,1,0,18,10,20,1,9,0,59,29,0,1,1,1,0,18,1
9,10,0,58,29,40,80,5,35,0,1,1,1,0,18,10,20,1,9,0,59,29,0,1,1,1,0,18,1
9,10,0,58,29,40,80,5,35,0,1,1,1,0,18,10,20,1,9,0,58,29,0,1,1,1,0,18,1
9,10,0,58,29,40,80,5,35,0,1,1,1,0,18,10,20,1,9,0,58,29,0,1,1,1,0,18,1
9,10,0,57,29,40,80,5,35,0,1,1,1,0,18,10,20,1,9,0,58,29,0,1,1,1,0,18,1
9,10,0,57,29,40,80,5,35,0,1,1,1,0,19,10,20,1,9,0,57,29,0,1,1,1,0,18,1
9,10,0,57,29,40,80,5,35,0,1,1,1,0,19,10,20,1,9,0,57,29,0,1,1,1,0,19,1
9,10,0,57,29,40,80,5,35,0,1,1,1,0,19,10,20,1,9,0,57,29,0,1,1,1,0,19,1
9,10,0,56,29,40,80,5,35,0,1,1,1,0,19,10,20,1,9,0,57,29,0,1,1,1,0,19,1
9,10,0,56,29,40,80,5,35,0,1,1,1,0,19,10,20,1,9,0,56,29,0,1,1,1,0,19,1
9,10,0,56,29,40,80,5,35,0,1,1,1,0,19,10,20,1,9,0,56,29,0,1,1,1,0,19,1
9,10,0,55,29,40,80,5,35,0,1,1,1,0,19,10,20,1,9,0,56,29,0,1,1,1,0,19,1
9,10,0,55,29,40,80,5,35,0,1,1,1,0,19,10,20,1,9,0,55,29,0,1,1,1,0,19,1
9,10,0,55,29,40,80,5,35,0,1,1,1,0,19,10,20,1,9,0,55,29,0,1,1,1,0,19,1
9,10,0,54,29,40,80,5,35,0,1,1,1,0,19,10,20,1,9,0,55,29,0,1,1,1,0,19,1
9,10,0,54,29,40,80,5,35,0,1,1,1,0,20,10,20,0,9,0,54,29,0,1,1,1,0,19,1
9,10,0,54,29,40,80,5,35,0,1,1,1,0,20,10,20,0,9,0,54,29,0,1,1,1,0,20,0
9,10,0,54,29,40,80,5,35,0,1,1,1,0,20,10,20,0,9,0,54,29,0,1,1,1,0,20,0
9,10,0,53,29,40,80,5,35,0,0,0,1,0,20,10,20,0,9,0,54,29,0,1,1,1,0,20,0
9,10,0,53,29,40,80,5,35,0,0,0,1,0,20,10,20,0,9,0,53,29,0,0,0,1,0,20,0
9,10,0,53,29,40,80,5,35,0,0,0,1,0,20,10,20,0,9,0,53,29,0,0,0,1,0,20,0
9,10,0,53,29,40,80,5,35,0,0,0,1,0,20,10,20,0,9,0,53,29,0,0,0,1,0,20,0
9,10,0,53,29,40,80,5,35,0,0,0,1,0,20,10,20,0,9,0,53,29,0,0,0,1,0,20,0
9,10,0,53,29,40,80,5,35,0,0,0,1,0,20,10,20,0,9,0,53,29,0,0,0,1,0,20,0
9,10,0,53,29,40,80,5,35,0,0,0,1,0,20,10,20,0,9,0,53,29,0,0,0,1,0,20,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,20,10,20,0,9,0,53,29,0,0,0,1,0,20,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,20,10,20,0,9,0,53,30,0,0,0,1,0,20,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,20,10,20,0,9,0,53,30,0,0,0,1,0,20,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,20,10,20,0,9,0,53,30,0,0,0,1,0,20,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,20,10,20,0,9,0,53,30,0,0,0,1,0,20,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,19,10,20,0,9,0,53,30,0,0,0,1,0,20,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,19,10,20,0,9,0,53,30,0,0,0,1,0,19,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,19,10,20,0,9,0,53,30,0,0,0,1,0,19,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,19,10,20,0,9,0,53,30,0,0,0,1,0,19,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,19,10,20,0,9,0,53,30,0,0,0,1,0,19,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,19,10,20,0,9,0,53,30,0,0,0,1,0,19,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,19,10,20,0,9,0,53,30,0,0,0,1,0,19,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,19,10,20,0,9,0,53,30,0,0,0,1,0,19,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,19,10,20,0,9,0,53,30,0,0,0,1,0,19,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,19,10,20,0,9,0,53,30,0,0,0,1,0,19,0
9,10,0,53,30,40,80,5,35,0,0,0,1,0,19,10,20,0,9,0,53,30,0,0,0,1,0,19,0
