PLC3_InputRegisters_IW0,PLC3_MemoryRegisters_MW1,PLC3_Coils_QX00,PLC1_InputRegisters_IW0,PLC1_MemoryRegisters_MW0,PLC1_MemoryRegisters_MW1,PLC1_Coils_QX00,PLC1_Coils_QX01,PLC1_Coils_QX02,PLC2_InputRegisters_IW0,PLC2_MemoryRegisters_MW0,PLC2_MemoryRegisters_MW1,PLC2_Coils_QX00,prev_PLC3_InputRegisters_IW0,prev_PLC3_Coils_QX00,prev_PLC1_InputRegisters_IW0,prev_PLC1_Coils_QX00,prev_PLC1_Coils_QX01,prev_PLC1_Coils_QX02,prev_PLC2_InputRegisters_IW0,prev_PLC2_Coils_QX00,tmp
4,10,0,53,40,80,0,0,0,14,10,20,0,4,0,53,0,0,0,14,0,3652
4,10,0,53,40,80,0,0,0,14,10,20,0,4,0,53,0,0,0,14,0,3653
4,10,0,53,40,80,0,0,0,14,10,20,0,4,0,53,0,0,0,14,0,3654
4,10,0,53,40,80,0,0,0,14,10,20,0,4,0,53,0,0,0,14,0,3655
4,10,0,53,40,80,0,0,0,14,10,20,0,4,0,53,0,0,0,14,0,3656
4,10,0,53,40,80,0,0,0,14,10,20,0,4,0,53,0,0,0,14,0,3657
4,10,0,53,40,80,0,0,0,14,10,20,0,4,0,53,0,0,0,14,0,3658
4,10,0,53,40,80,0,0,0,14,10,20,0,4,0,53,0,0,0,14,0,3659
4,10,0,53,40,80,0,0,0,14,10,20,0,4,0,53,0,0,0,14,0,3660
4,10,0,53,40,80,0,0,0,14,10,20,0,4,0,53,0,0,0,14,0,3661
4,10,0,53,40,80,0,0,0,14,10,20,0,4,0,53,0,0,0,14,0,3662
4,10,0,53,40,80,0,0,0,14,10,20,0,4,0,53,0,0,0,14,0,3663
4,10,0,53,40,80,0,0,0,14,10,20,0,4,0,53,0,0,0,14,0,3664
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,14,0,3665
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3666
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3667
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3668
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3669
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3670
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3671
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3672
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3673
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3674
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3675
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3676
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3677
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3678
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3679
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3680
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3681
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3682
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3683
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3684
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3685
4,10,0,53,40,80,0,0,0,13,10,20,0,4,0,53,0,0,0,13,0,3686
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,13,0,3687
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3688
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3689
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3690
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3691
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3692
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3693
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3694
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3695
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3696
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3697
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3698
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3699
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3700
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3701
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3702
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3703
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3704
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3705
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3706
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3707
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3708
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3709
4,10,0,53,40,80,0,0,0,12,10,20,0,4,0,53,0,0,0,12,0,3710
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,12,0,3711
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3712
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3713
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3714
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3715
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3716
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3717
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3718
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3719
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3720
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3721
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3722
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3723
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3724
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3725
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3726
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3727
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3728
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3729
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3730
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3731
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3732
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3733
4,10,0,53,40,80,0,0,0,11,10,20,0,4,0,53,0,0,0,11,0,3734
4,10,0,53,40,80,0,0,0,10,10,20,1,4,0,53,0,0,0,11,0,3735
4,10,0,53,40,80,0,0,0,10,10,20,1,4,0,53,0,0,0,10,1,3736
4,10,0,53,40,80,0,0,0,10,10,20,1,4,0,53,0,0,0,10,1,3737
4,10,0,53,40,80,0,0,0,10,10,20,1,4,0,53,0,0,0,10,1,3738
4,10,0,53,40,80,0,1,1,10,10,20,1,4,0,53,0,0,0,10,1,3739
4,10,0,53,40,80,0,1,1,10,10,20,1,4,0,53,0,1,1,10,1,3740
4,10,0,53,40,80,0,1,1,10,10,20,1,4,0,53,0,1,1,10,1,3741
4,10,0,52,40,80,0,1,1,10,10,20,1,4,0,53,0,1,1,10,1,3742
4,10,0,52,40,80,0,1,1,11,10,20,1,4,0,52,0,1,1,10,1,3743
4,10,0,52,40,80,0,1,1,11,10,20,1,4,0,52,0,1,1,11,1,3744
4,10,0,51,40,80,0,1,1,11,10,20,1,4,0,52,0,1,1,11,1,3745
4,10,0,51,40,80,0,1,1,11,10,20,1,4,0,51,0,1,1,11,1,3746
4,10,0,51,40,80,0,1,1,11,10,20,1,4,0,51,0,1,1,11,1,3747
4,10,0,51,40,80,0,1,1,11,10,20,1,4,0,51,0,1,1,11,1,3748
4,10,0,50,40,80,0,1,1,11,10,20,1,4,0,51,0,1,1,11,1,3749
4,10,0,50,40,80,0,1,1,11,10,20,1,4,0,50,0,1,1,11,1,3750
4,10,0,50,40,80,0,1,1,11,10,20,1,4,0,50,0,1,1,11,1,3751
4,10,0,49,40,80,0,1,1,11,10,20,1,4,0,50,0,1,1,11,1,3752
4,10,0,49,40,80,0,1,1,12,10,20,1,4,0,49,0,1,1,11,1,3753
4,10,0,49,40,80,0,1,1,12,10,20,1,4,0,49,0,1,1,12,1,3754
4,10,0,49,40,80,0,1,1,12,10,20,1,4,0,49,0,1,1,12,1,3755
4,10,0,48,40,80,0,1,1,12,10,20,1,4,0,49,0,1,1,12,1,3756
4,10,0,48,40,80,0,1,1,12,10,20,1,4,0,48,0,1,1,12,1,3757
4,10,0,48,40,80,0,1,1,12,10,20,1,4,0,48,0,1,1,12,1,3758
4,10,0,47,40,80,0,1,1,12,10,20,1,4,0,48,0,1,1,12,1,3759
4,10,0,47,40,80,0,1,1,12,10,20,1,4,0,47,0,1,1,12,1,3760
4,10,0,47,40,80,0,1,1,12,10,20,1,4,0,47,0,1,1,12,1,3761
4,10,0,47,40,80,0,1,1,12,10,20,1,4,0,47,0,1,1,12,1,3762
4,10,0,46,40,80,0,1,1,12,10,20,1,4,0,47,0,1,1,12,1,3763
4,10,0,46,40,80,0,1,1,13,10,20,1,4,0,46,0,1,1,12,1,3764
4,10,0,46,40,80,0,1,1,13,10,20,1,4,0,46,0,1,1,13,1,3765
4,10,0,46,40,80,0,1,1,13,10,20,1,4,0,46,0,1,1,13,1,3766
4,10,0,45,40,80,0,1,1,13,10,20,1,4,0,46,0,1,1,13,1,3767
4,10,0,45,40,80,0,1,1,13,10,20,1,4,0,45,0,1,1,13,1,3768
4,10,0,45,40,80,0,1,1,13,10,20,1,4,0,45,0,1,1,13,1,3769
4,10,0,45,40,80,0,1,1,13,10,20,1,4,0,45,0,1,1,13,1,3770
4,10,0,44,40,80,0,1,1,13,10,20,1,4,0,45,0,1,1,13,1,3771
4,10,0,44,40,80,0,1,1,13,10,20,1,4,0,44,0,1,1,13,1,3772
4,10,0,44,40,80,0,1,1,14,10,20,1,4,0,44,0,1,1,13,1,3773
4,10,0,43,40,80,0,1,1,14,10,20,1,4,0,44,0,1,1,14,1,3774
4,10,0,43,40,80,0,1,1,14,10,20,1,4,0,43,0,1,1,14,1,3775
4,10,0,43,40,80,0,1,1,14,10,20,1,4,0,43,0,1,1,14,1,3776
4,10,0,42,40,80,0,1,1,14,10,20,1,4,0,43,0,1,1,14,1,3777
4,10,0,42,40,80,0,1,1,14,10,20,1,4,0,42,0,1,1,14,1,3778
4,10,0,42,40,80,0,1,1,14,10,20,1,4,0,42,0,1,1,14,1,3779
4,10,0,42,40,80,0,1,1,14,10,20,1,4,0,42,0,1,1,14,1,3780
4,10,0,42,40,80,0,1,1,14,10,20,1,4,0,42,0,1,1,14,1,3781
4,10,0,41,40,80,0,1,1,14,10,20,1,4,0,42,0,1,1,14,1,3782
4,10,0,41,40,80,0,1,1,14,10,20,1,4,0,41,0,1,1,14,1,3783
4,10,0,41,40,80,0,1,1,14,10,20,1,4,0,41,0,1,1,14,1,3784
4,10,0,41,40,80,0,1,1,14,10,20,1,4,0,41,0,1,1,14,1,3785
4,10,0,40,40,80,1,1,1,15,10,20,1,4,0,41,0,1,1,14,1,3786
4,10,0,40,40,80,1,1,1,15,10,20,1,4,0,40,1,1,1,15,1,3787
4,10,0,40,40,80,1,1,1,15,10,20,1,4,0,40,1,1,1,15,1,3788
4,10,0,40,40,80,1,1,1,15,10,20,1,4,0,40,1,1,1,15,1,3789
4,10,0,41,40,80,1,1,1,15,10,20,1,4,0,40,1,1,1,15,1,3790
4,10,0,41,40,80,1,1,1,15,10,20,1,4,0,41,1,1,1,15,1,3791
4,10,0,41,40,80,1,1,1,15,10,20,1,4,0,41,1,1,1,15,1,3792
4,10,0,41,40,80,1,1,1,15,10,20,1,4,0,41,1,1,1,15,1,3793
4,10,0,41,40,80,1,1,1,15,10,20,1,4,0,41,1,1,1,15,1,3794
4,10,0,41,40,80,1,1,1,15,10,20,1,4,0,41,1,1,1,15,1,3795
4,10,0,41,40,80,1,1,1,15,10,20,1,4,0,41,1,1,1,15,1,3796
4,10,0,41,40,80,1,1,1,15,10,20,1,4,0,41,1,1,1,15,1,3797
4,10,0,42,40,80,1,1,1,15,10,20,1,4,0,41,1,1,1,15,1,3798
4,10,0,42,40,80,1,1,1,16,10,20,1,4,0,42,1,1,1,15,1,3799
4,10,0,42,40,80,1,1,1,16,10,20,1,4,0,42,1,1,1,16,1,3800
4,10,0,42,40,80,1,1,1,16,10,20,1,4,0,42,1,1,1,16,1,3801
4,10,0,42,40,80,1,1,1,16,10,20,1,4,0,42,1,1,1,16,1,3802
4,10,0,42,40,80,1,1,1,16,10,20,1,4,0,42,1,1,1,16,1,3803
4,10,0,43,40,80,1,1,1,16,10,20,1,4,0,42,1,1,1,16,1,3804
4,10,0,43,40,80,1,1,1,16,10,20,1,4,0,43,1,1,1,16,1,3805
4,10,0,43,40,80,1,1,1,16,10,20,1,4,0,43,1,1,1,16,1,3806
4,10,0,43,40,80,1,1,1,16,10,20,1,4,0,43,1,1,1,16,1,3807
4,10,0,43,40,80,1,1,1,16,10,20,1,4,0,43,1,1,1,16,1,3808
4,10,0,43,40,80,1,1,1,17,10,20,1,4,0,43,1,1,1,16,1,3809
4,10,0,43,40,80,1,1,1,17,10,20,1,4,0,43,1,1,1,17,1,3810
4,10,0,44,40,80,1,1,1,17,10,20,1,4,0,43,1,1,1,17,1,3811
4,10,0,44,40,80,1,1,1,17,10,20,1,4,0,44,1,1,1,17,1,3812
4,10,0,44,40,80,1,1,1,17,10,20,1,4,0,44,1,1,1,17,1,3813
4,10,0,44,40,80,1,1,1,17,10,20,1,4,0,44,1,1,1,17,1,3814
4,10,0,44,40,80,1,1,1,17,10,20,1,4,0,44,1,1,1,17,1,3815
4,10,0,44,40,80,1,1,1,17,10,20,1,4,0,44,1,1,1,17,1,3816
4,10,0,44,40,80,1,1,1,17,10,20,1,4,0,44,1,1,1,17,1,3817
4,10,0,45,40,80,1,1,1,17,10,20,1,4,0,44,1,1,1,17,1,3818
4,10,0,45,40,80,1,1,1,18,10,20,1,4,0,45,1,1,1,17,1,3819
4,10,0,45,40,80,1,1,1,18,10,20,1,4,0,45,1,1,1,18,1,3820
4,10,0,45,40,80,1,1,1,18,10,20,1,4,0,45,1,1,1,18,1,3821
4,10,0,45,40,80,1,1,1,18,10,20,1,4,0,45,1,1,1,18,1,3822
4,10,0,45,40,80,1,1,1,18,10,20,1,4,0,45,1,1,1,18,1,3823
4,10,0,46,40,80,1,1,1,18,10,20,1,4,0,45,1,1,1,18,1,3824
4,10,0,46,40,80,1,1,1,18,10,20,1,4,0,46,1,1,1,18,1,3825
4,10,0,46,40,80,1,1,1,18,10,20,1,4,0,46,1,1,1,18,1,3826
4,10,0,46,40,80,1,1,1,18,10,20,1,4,0,46,1,1,1,18,1,3827
4,10,0,46,40,80,1,1,1,18,10,20,1,4,0,46,1,1,1,18,1,3828
4,10,0,46,40,80,1,1,1,18,10,20,1,4,0,46,1,1,1,18,1,3829
4,10,0,46,40,80,1,1,1,19,10,20,1,4,0,46,1,1,1,18,1,3830
4,10,0,46,40,80,1,1,1,19,10,20,1,4,0,46,1,1,1,19,1,3831
4,10,0,47,40,80,1,1,1,19,10,20,1,4,0,46,1,1,1,19,1,3832
4,10,0,47,40,80,1,1,1,19,10,20,1,4,0,47,1,1,1,19,1,3833
4,10,0,47,40,80,1,1,1,19,10,20,1,4,0,47,1,1,1,19,1,3834
4,10,0,47,40,80,1,1,1,19,10,20,1,4,0,47,1,1,1,19,1,3835
4,10,0,47,40,80,1,1,1,19,10,20,1,4,0,47,1,1,1,19,1,3836
4,10,0,47,40,80,1,1,1,19,10,20,1,4,0,47,1,1,1,19,1,3837
4,10,0,47,40,80,1,1,1,19,10,20,1,4,0,47,1,1,1,19,1,3838
4,10,0,48,40,80,1,1,1,19,10,20,1,4,0,47,1,1,1,19,1,3839
4,10,0,48,40,80,1,1,1,19,10,20,1,4,0,48,1,1,1,19,1,3840
4,10,0,48,40,80,1,1,1,20,10,20,0,4,0,48,1,1,1,19,1,3841
4,10,0,48,40,80,1,1,1,20,10,20,0,4,0,48,1,1,1,20,0,3842
4,10,0,48,40,80,1,1,1,20,10,20,0,4,0,48,1,1,1,20,0,3843
4,10,0,48,40,80,1,1,1,20,10,20,0,4,0,48,1,1,1,20,0,3844
4,10,0,48,40,80,1,1,1,20,10,20,0,4,0,48,1,1,1,20,0,3845
4,10,0,48,40,80,1,1,1,20,10,20,0,4,0,48,1,1,1,20,0,3846
4,10,0,48,40,80,1,1,1,20,10,20,0,4,0,48,1,1,1,20,0,3847
4,10,0,49,40,80,1,1,1,20,10,20,0,4,0,48,1,1,1,20,0,3848
4,10,0,49,40,80,1,1,0,20,10,20,0,4,0,49,1,1,1,20,0,3849
4,10,0,49,40,80,1,0,0,20,10,20,0,4,0,49,1,1,0,20,0,3850
4,10,0,49,40,80,1,0,0,20,10,20,0,4,0,49,1,0,0,20,0,3851
4,10,0,49,40,80,1,0,0,20,10,20,0,4,0,49,1,0,0,20,0,3852
4,10,0,50,40,80,1,0,0,20,10,20,0,4,0,49,1,0,0,20,0,3853
4,10,0,50,40,80,1,0,0,20,10,20,0,4,0,50,1,0,0,20,0,3854
4,10,0,51,40,80,1,0,0,20,10,20,0,4,0,50,1,0,0,20,0,3855
4,10,0,51,40,80,1,0,0,20,10,20,0,4,0,51,1,0,0,20,0,3856
4,10,0,52,40,80,1,0,0,20,10,20,0,4,0,51,1,0,0,20,0,3857
4,10,0,52,40,80,1,0,0,20,10,20,0,4,0,52,1,0,0,20,0,3858
4,10,0,53,40,80,1,0,0,20,10,20,0,4,0,52,1,0,0,20,0,3859
4,10,0,53,40,80,1,0,0,20,10,20,0,4,0,53,1,0,0,20,0,3860
4,10,0,53,40,80,1,0,0,20,10,20,0,4,0,53,1,0,0,20,0,3861
4,10,0,54,40,80,1,0,0,20,10,20,0,4,0,53,1,0,0,20,0,3862
4,10,0,54,40,80,1,0,0,20,10,20,0,4,0,54,1,0,0,20,0,3863
4,10,0,54,40,80,1,0,0,20,10,20,0,4,0,54,1,0,0,20,0,3864
4,10,0,55,40,80,1,0,0,20,10,20,0,4,0,54,1,0,0,20,0,3865
4,10,0,55,40,80,1,0,0,20,10,20,0,4,0,55,1,0,0,20,0,3866
4,10,0,55,40,80,1,0,0,19,10,20,0,4,0,55,1,0,0,20,0,3867
4,10,0,56,40,80,1,0,0,19,10,20,0,4,0,55,1,0,0,19,0,3868
4,10,0,56,40,80,1,0,0,19,10,20,0,4,0,56,1,0,0,19,0,3869
4,10,0,56,40,80,1,0,0,19,10,20,0,4,0,56,1,0,0,19,0,3870
4,10,0,56,40,80,1,0,0,19,10,20,0,4,0,56,1,0,0,19,0,3871
4,10,0,57,40,80,1,0,0,19,10,20,0,4,0,56,1,0,0,19,0,3872
4,10,0,57,40,80,1,0,0,19,10,20,0,4,0,57,1,0,0,19,0,3873
4,10,0,58,40,80,1,0,0,19,10,20,0,4,0,57,1,0,0,19,0,3874
4,10,0,58,40,80,1,0,0,19,10,20,0,4,0,58,1,0,0,19,0,3875
4,10,0,59,40,80,1,0,0,19,10,20,0,4,0,58,1,0,0,19,0,3876
4,10,0,59,40,80,1,0,0,19,10,20,0,4,0,59,1,0,0,19,0,3877
4,10,0,59,40,80,1,0,0,19,10,20,0,4,0,59,1,0,0,19,0,3878
4,10,0,60,40,80,1,0,0,19,10,20,0,4,0,59,1,0,0,19,0,3879
4,10,0,60,40,80,1,0,0,19,10,20,0,4,0,60,1,0,0,19,0,3880
4,10,0,60,40,80,1,0,0,19,10,20,0,4,0,60,1,0,0,19,0,3881
4,10,0,61,40,80,1,0,0,19,10,20,0,4,0,60,1,0,0,19,0,3882
4,10,0,61,40,80,1,0,0,19,10,20,0,4,0,61,1,0,0,19,0,3883
4,10,0,62,40,80,1,0,0,19,10,20,0,4,0,61,1,0,0,19,0,3884
4,10,0,62,40,80,1,0,0,19,10,20,0,4,0,62,1,0,0,19,0,3885
4,10,0,63,40,80,1,0,0,19,10,20,0,4,0,62,1,0,0,19,0,3886
4,10,0,63,40,80,1,0,0,19,10,20,0,4,0,63,1,0,0,19,0,3887
4,10,0,64,40,80,1,0,0,18,10,20,0,4,0,63,1,0,0,19,0,3888
4,10,0,64,40,80,1,0,0,18,10,20,0,4,0,64,1,0,0,18,0,3889
4,10,0,64,40,80,1,0,0,18,10,20,0,4,0,64,1,0,0,18,0,3890
4,10,0,65,40,80,1,0,0,18,10,20,0,4,0,64,1,0,0,18,0,3891
4,10,0,65,40,80,1,0,0,18,10,20,0,4,0,65,1,0,0,18,0,3892
4,10,0,65,40,80,1,0,0,18,10,20,0,4,0,65,1,0,0,18,0,3893
4,10,0,66,40,80,1,0,0,18,10,20,0,4,0,65,1,0,0,18,0,3894
4,10,0,66,40,80,1,0,0,18,10,20,0,4,0,66,1,0,0,18,0,3895
4,10,0,67,40,80,1,0,0,18,10,20,0,4,0,66,1,0,0,18,0,3896
4,10,0,67,40,80,1,0,0,18,10,20,0,4,0,67,1,0,0,18,0,3897
4,10,0,68,40,80,1,0,0,18,10,20,0,4,0,67,1,0,0,18,0,3898
4,10,0,68,40,80,1,0,0,18,10,20,0,4,0,68,1,0,0,18,0,3899
4,10,0,68,40,80,1,0,0,18,10,20,0,4,0,68,1,0,0,18,0,3900
4,10,0,69,40,80,1,0,0,18,10,20,0,4,0,68,1,0,0,18,0,3901
4,10,0,69,40,80,1,0,0,18,10,20,0,4,0,69,1,0,0,18,0,3902
4,10,0,69,40,80,1,0,0,18,10,20,0,4,0,69,1,0,0,18,0,3903
4,10,0,70,40,80,1,0,0,18,10,20,0,4,0,69,1,0,0,18,0,3904
4,10,0,70,40,80,1,0,0,18,10,20,0,4,0,70,1,0,0,18,0,3905
4,10,0,70,40,80,1,0,0,18,10,20,0,4,0,70,1,0,0,18,0,3906
4,10,0,71,40,80,1,0,0,18,10,20,0,4,0,70,1,0,0,18,0,3907
4,10,0,72,40,80,1,0,0,18,10,20,0,4,0,71,1,0,0,18,0,3908
4,10,0,72,40,80,1,0,0,17,10,20,0,4,0,72,1,0,0,18,0,3909
4,10,0,73,40,80,1,0,0,17,10,20,0,4,0,72,1,0,0,17,0,3910
4,10,0,73,40,80,1,0,0,17,10,20,0,4,0,73,1,0,0,17,0,3911
4,10,0,73,40,80,1,0,0,17,10,20,0,4,0,73,1,0,0,17,0,3912
4,10,0,74,40,80,1,0,0,17,10,20,0,4,0,73,1,0,0,17,0,3913
4,10,0,74,40,80,1,0,0,17,10,20,0,4,0,74,1,0,0,17,0,3914
4,10,0,74,40,80,1,0,0,17,10,20,0,4,0,74,1,0,0,17,0,3915
4,10,0,75,40,80,1,0,0,17,10,20,0,4,0,74,1,0,0,17,0,3916
4,10,0,75,40,80,1,0,0,17,10,20,0,4,0,75,1,0,0,17,0,3917
4,10,0,75,40,80,1,0,0,17,10,20,0,4,0,75,1,0,0,17,0,3918
4,10,0,76,40,80,1,0,0,17,10,20,0,4,0,75,1,0,0,17,0,3919
4,10,0,76,40,80,1,0,0,17,10,20,0,4,0,76,1,0,0,17,0,3920
4,10,0,77,40,80,1,0,0,17,10,20,0,4,0,76,1,0,0,17,0,3921
4,10,0,77,40,80,1,0,0,17,10,20,0,4,0,77,1,0,0,17,0,3922
4,10,0,78,40,80,1,0,0,17,10,20,0,4,0,77,1,0,0,17,0,3923
4,10,0,78,40,80,1,0,0,17,10,20,0,4,0,78,1,0,0,17,0,3924
4,10,0,78,40,80,1,0,0,17,10,20,0,4,0,78,1,0,0,17,0,3925
4,10,0,79,40,80,1,0,0,17,10,20,0,4,0,78,1,0,0,17,0,3926
4,10,0,79,40,80,1,0,0,17,10,20,0,4,0,79,1,0,0,17,0,3927
4,10,0,79,40,80,1,0,0,17,10,20,0,4,0,79,1,0,0,17,0,3928
4,10,0,80,40,80,0,0,0,17,10,20,0,4,0,79,1,0,0,17,0,3929
4,10,0,80,40,80,0,0,0,17,10,20,0,4,0,80,0,0,0,17,0,3930
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,17,0,3931
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3932
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3933
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3934
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3935
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3936
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3937
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3938
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3939
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3940
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3941
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3942
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3943
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3944
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3945
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3946
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3947
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3948
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3949
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3950
4,10,0,80,40,80,0,0,0,16,10,20,0,4,0,80,0,0,0,16,0,3951
4,10,0,80,40,80,0,0,0,15,10,20,0,4,0,80,0,0,0,16,0,3952
4,10,0,80,40,80,0,0,0,15,10,20,0,4,0,80,0,0,0,15,0,3953
4,10,0,80,40,80,0,0,0,15,10,20,0,4,0,80,0,0,0,15,0,3954
