A,B,C,D,E,F,G,H,I,J
1764363163.0277982,51,False,False,False,19,False,2,False,False
1764363168.5742788,51,False,False,False,18,False,2,False,False
1764363172.7595515,51,False,False,False,18,False,2,False,False
1764363177.341794,51,False,False,False,18,False,1,True,False
1764363180.3131366,51,False,False,False,19,False,0,False,False
1764363183.2635722,51,False,False,False,19,False,0,False,False
1764363187.6757345,51,False,False,False,18,False,0,False,False
1764363191.895094,51,False,False,False,17,False,0,False,False
1764363196.5893466,51,False,False,False,17,False,0,False,False
1764363199.2394302,51,False,False,False,16,False,0,False,False
1764363203.6512668,51,False,False,False,16,False,0,False,False
1764363207.354943,51,False,False,False,15,False,0,False,False
1764363212.2337177,51,False,False,False,14,False,0,False,False
1764363216.9756603,51,False,False,False,14,False,1,False,False
1764363221.6055996,51,False,False,False,13,False,1,False,False
1764363225.8492951,51,False,False,False,13,False,1,False,False
1764363231.1671145,51,False,False,False,12,False,1,False,False
1764363234.6019475,51,False,False,False,11,False,1,False,False
1764363238.2174015,51,False,False,False,11,False,1,False,False
1764363244.176292,51,False,True,True,10,True,1,False,False
1764363247.0499794,50,False,True,True,11,True,1,False,False
1764363252.3384364,48,False,True,True,13,True,1,False,False
1764363257.7659674,45,False,True,True,14,True,1,False,False
1764363261.7172213,44,False,True,True,16,True,1,False,False
1764363265.8742254,42,False,True,True,17,True,1,False,False
1764363268.7823339,41,False,True,True,17,True,1,False,False
1764363272.2526503,41,True,True,True,18,True,1,False,False
1764363275.7646167,42,True,True,True,19,True,1,False,False
1764363281.267211,43,True,False,False,20,False,1,False,False
1764363285.6830537,46,True,False,False,19,False,1,False,False
1764363290.638503,50,True,False,False,19,False,2,False,False
1764363294.4067316,52,True,False,False,18,False,2,False,False
1764363299.5919986,55,True,False,False,17,False,2,False,False
1764363304.698345,59,True,False,False,16,False,2,False,False
1764363309.1263735,61,True,False,False,16,False,2,False,False
1764363312.6123,64,True,False,False,15,False,2,False,False
1764363316.5120747,66,True,False,False,15,False,2,False,False
1764363322.4133203,70,True,False,False,14,False,2,False,False
1764363326.9034903,73,True,False,False,13,False,2,False,False
1764363332.1181579,76,True,False,False,13,False,2,False,False
1764363337.576388,80,False,False,False,12,False,2,False,False
1764363340.953244,80,False,False,False,12,False,2,False,False
1764363343.6787782,80,False,False,False,11,False,2,False,False
1764363349.653634,80,False,False,False,10,True,2,False,False
1764363355.971695,80,False,True,True,11,True,2,False,False
1764363360.04356,77,False,True,True,12,True,2,False,False
1764363363.4972594,76,False,True,True,15,True,1,True,False
1764363366.9020915,73,False,True,True,18,True,0,False,False
1764363371.935017,71,False,True,True,20,False,0,False,False
1764363375.8980336,69,False,False,False,21,False,0,False,False
1764363381.328135,69,False,False,False,20,False,0,False,False
1764363386.9171147,69,False,False,False,19,False,0,False,False
1764363391.2297447,69,False,False,False,18,False,0,False,False
1764363395.542656,69,False,False,False,17,False,0,False,False
1764363399.671124,69,False,False,False,17,False,0,False,False
1764363404.4526117,69,False,False,False,16,False,1,False,False
1764363408.85431,69,False,False,False,16,False,1,False,False
1764363411.8515742,69,False,False,False,15,False,1,False,False
1764363417.4525752,69,False,False,False,14,False,1,False,False
1764363421.4106967,69,False,False,False,14,False,1,False,False
1764363424.9834564,69,False,False,False,13,False,1,False,False
1764363429.3272998,69,False,False,False,13,False,1,False,False
1764363432.5636966,69,False,False,False,12,False,1,False,False
1764363437.0872803,69,False,False,False,12,False,1,False,False
1764363441.4139822,69,False,False,False,11,False,1,False,False
1764363445.1398242,69,False,False,False,11,False,1,False,False
1764363448.3435507,69,False,False,False,10,True,1,False,False
1764363451.720522,68,False,True,True,11,True,1,False,False
1764363455.6262639,66,False,True,True,12,True,1,False,False
1764363458.1971061,65,False,True,True,13,True,1,False,False
1764363461.1270638,63,False,True,True,15,True,1,False,False
1764363465.450633,61,False,True,True,16,True,1,False,False
1764363468.8253596,59,False,True,True,17,True,1,False,False
1764363472.6164188,58,False,True,True,19,True,1,False,False
1764363477.9689636,55,False,True,True,20,False,2,False,False
1764363481.6890483,54,False,False,False,21,False,2,False,False
1764363484.2744064,54,False,False,False,20,False,2,False,False
1764363489.955094,54,False,False,False,19,False,2,False,False
1764363495.1039872,54,False,False,False,19,False,2,False,False
1764363499.5237823,54,False,False,False,18,False,2,False,False
1764363504.1171691,54,False,False,False,17,False,2,False,False
1764363508.8311393,54,False,False,False,16,False,2,False,False
1764363512.9198885,54,False,False,False,16,False,2,False,False
1764363516.6227343,54,False,False,False,15,False,2,False,False
1764363521.3486636,54,False,False,False,15,False,2,False,False
1764363524.0902183,54,False,False,False,14,False,2,False,False
1764363529.294507,54,False,False,False,14,False,2,False,False
1764363533.3150182,54,False,False,False,13,False,2,False,False
1764363538.0972764,54,False,False,False,12,False,2,False,False
1764363542.0270889,54,False,False,False,12,False,3,True,False
1764363547.4833233,54,False,False,False,14,False,0,False,False
1764363552.4892654,54,False,False,False,13,False,0,False,False
1764363557.4720922,54,False,False,False,13,False,0,False,False
1764363561.1111593,54,False,False,False,12,False,0,False,False
1764363565.1365192,54,False,False,False,12,False,0,False,False
1764363569.8043554,54,False,False,False,11,False,0,False,False
1764363576.3674824,53,False,True,True,11,True,0,False,False
1764363579.9046657,51,False,True,True,12,True,0,False,False
1764363585.3199718,49,False,True,True,14,True,0,False,False
1764363590.730004,47,False,True,True,16,True,1,False,False
1764363595.4914079,45,False,True,True,17,True,1,False,False
1764363600.7214794,42,False,True,True,18,True,1,False,False
1764363604.7115498,41,False,True,True,19,True,1,False,False
1764363608.7128747,41,True,True,True,20,False,1,False,False
1764363613.0256622,43,True,False,False,20,False,1,False,False
1764363617.0805345,46,True,False,False,20,False,1,False,False
1764363622.0402436,49,True,False,False,19,False,1,False,False
1764363627.1213868,53,True,False,False,18,False,1,False,False
1764363629.5839298,54,True,False,False,18,False,1,False,False
1764363632.9373927,56,True,False,False,17,False,1,False,False
1764363637.263946,59,True,False,False,16,False,1,False,False
1764363641.2780616,62,True,False,False,16,False,1,False,False
1764363645.4374206,64,True,False,False,15,False,1,False,False
1764363651.8412762,68,True,False,False,14,False,1,False,False
1764363657.9079008,72,True,False,False,13,False,2,False,False
1764363664.1327193,77,True,False,False,13,False,2,False,False
1764363667.3571408,79,True,False,False,12,False,2,False,False
1764363670.57826,80,False,False,False,12,False,2,False,False
1764363675.8790827,80,False,False,False,11,False,2,False,False
1764363678.8884346,80,False,False,False,11,False,2,False,False
1764363683.093191,80,False,False,False,10,True,2,False,False
1764363686.8840802,79,False,True,True,11,True,2,False,False
1764363691.1803017,76,False,True,True,13,True,2,False,False
1764363695.7071908,74,False,True,True,15,True,2,False,False
1764363701.1412973,71,False,True,True,17,True,2,False,False
1764363704.8630826,69,False,True,True,18,True,2,False,False
1764363710.7327268,66,False,False,False,20,False,2,False,False
1764363714.2271152,66,False,False,False,20,False,2,False,False
1764363718.678144,66,False,False,False,19,False,2,False,False
1764363723.7181404,66,False,False,False,18,False,2,False,False
1764363729.0614166,66,False,False,False,20,False,0,False,False
1764363733.2389042,66,False,False,False,19,False,0,False,False
1764363736.4547455,66,False,False,False,19,False,0,False,False
1764363740.4037156,66,False,False,False,18,False,0,False,False
1764363744.9640422,66,False,False,False,17,False,0,False,False
1764363748.678774,66,False,False,False,17,False,0,False,False
1764363752.9556227,66,False,False,False,16,False,0,False,False
1764363755.6891766,66,False,False,False,16,False,0,False,False
1764363760.38336,66,False,False,False,15,False,0,False,False
1764363763.570416,66,False,False,False,15,False,0,False,False
1764363768.7478087,66,False,False,False,14,False,1,False,False
1764363772.7353683,66,False,False,False,13,False,1,False,False
1764363776.684239,66,False,False,False,13,False,1,False,False
1764363781.871631,66,False,False,False,12,False,1,False,False
1764363786.305584,66,False,False,False,12,False,1,False,False
1764363789.0129223,66,False,False,False,11,False,1,False,False
1764363793.414374,66,False,False,False,11,False,1,False,False
1764363799.7981746,66,False,True,True,10,True,1,False,False
1764363804.1930714,64,False,True,True,12,True,1,False,False
1764363808.1141024,62,False,True,True,13,True,1,False,False
1764363812.4690385,60,False,True,True,15,True,1,False,False
1764363817.3527207,57,False,True,True,16,True,1,False,False
1764363822.3971848,55,False,True,True,18,True,1,False,False
1764363825.234261,53,False,True,True,19,True,1,False,False
1764363828.968567,52,False,True,True,20,False,1,False,False
1764363832.4192815,51,False,False,False,20,False,1,False,False
1764363837.3514988,51,False,False,False,19,False,1,False,False
1764363840.0500324,51,False,False,False,19,False,2,False,False
1764363843.0191276,51,False,False,False,19,False,2,False,False
1764363848.0216072,51,False,False,False,18,False,2,False,False
1764363852.7180934,51,False,False,False,17,False,2,False,False
1764363856.7071373,51,False,False,False,17,False,2,False,False
1764363860.5301244,51,False,False,False,16,False,2,False,False
1764363863.3499994,51,False,False,False,16,False,2,False,False
1764363866.1999688,51,False,False,False,15,False,2,False,False
1764363869.3773932,51,False,False,False,15,False,2,False,False
1764363872.2000537,51,False,False,False,14,False,2,False,False
1764363875.3529594,51,False,False,False,14,False,2,False,False
1764363878.2736597,51,False,False,False,13,False,2,False,False
1764363882.3897197,51,False,False,False,13,False,2,False,False
1764363886.9634638,51,False,False,False,12,False,2,False,False
1764363891.681105,51,False,False,False,12,False,2,False,False
1764363896.593825,51,False,False,False,11,False,2,False,False
1764363899.921069,51,False,False,False,11,False,2,False,False
1764363904.2669013,51,False,False,False,10,True,2,False,False
1764363909.3626583,49,False,True,True,11,True,2,False,False
1764363912.508718,48,False,True,True,14,True,0,False,False
1764363917.137113,46,False,True,True,16,True,0,False,False
1764363922.414444,43,False,True,True,18,True,0,False,False
1764363925.765329,42,False,True,True,19,True,0,False,False
1764363930.302697,40,True,False,False,20,False,0,False,False
1764363936.2174058,43,True,False,False,19,False,0,False,False
1764363940.2622201,47,True,False,False,18,False,0,False,False
1764363944.5331228,49,True,False,False,18,False,0,False,False
1764363948.0141149,51,True,False,False,17,False,0,False,False
1764363951.2062204,53,True,False,False,17,False,1,False,False
1764363956.2797985,57,True,False,False,16,False,1,False,False
1764363961.438687,60,True,False,False,15,False,1,False,False
1764363965.4470046,63,True,False,False,15,False,1,False,False
1764363969.2881124,65,True,False,False,14,False,1,False,False
1764363974.1429524,68,True,False,False,13,False,1,False,False
1764363978.8366814,71,True,False,False,13,False,1,False,False
1764363981.2454622,73,True,False,False,13,False,1,False,False
1764363987.2851467,76,True,False,False,12,False,1,False,False
1764363992.0259001,80,False,False,False,11,False,1,False,False
1764363996.3802521,80,False,False,False,11,False,1,False,False
1764364001.9423573,79,False,True,True,11,True,1,False,False
1764364006.6175308,76,False,True,True,13,True,1,False,False
1764364013.7315702,72,False,True,True,16,True,1,False,False
1764364017.2852426,71,False,True,True,17,True,1,False,False
1764364021.6258626,68,False,True,True,19,True,1,False,False
1764364027.1313329,66,False,False,False,20,False,2,False,False
1764364033.9750757,66,False,False,False,19,False,2,False,False
1764364038.3794992,66,False,False,False,18,False,2,False,False
1764364042.7249415,66,False,False,False,18,False,2,False,False
1764364045.8981693,66,False,False,False,17,False,2,False,False
1764364051.5924945,66,False,False,False,16,False,2,False,False
1764364056.2773652,66,False,False,False,16,False,2,False,False
1764364061.2881527,66,False,False,False,15,False,2,False,False
1764364065.3014197,66,False,False,False,14,False,2,False,False
1764364069.7254992,66,False,False,False,14,False,2,False,False
1764364074.258062,66,False,False,False,13,False,2,False,False
1764364077.8026218,66,False,False,False,13,False,2,False,False
1764364081.073865,66,False,False,False,12,False,2,False,False
1764364084.5315208,66,False,False,False,12,False,2,False,False
1764364089.6760247,66,False,False,False,11,False,2,False,False
1764364094.451309,66,False,False,False,12,False,1,True,False
1764364097.9643655,66,False,False,False,13,False,0,False,False
1764364103.0181072,66,False,False,False,12,False,0,False,False
1764364107.0858588,66,False,False,False,12,False,0,False,False
1764364112.0978644,66,False,False,False,11,False,0,False,False
1764364116.1075523,66,False,False,False,10,True,0,False,False
1764364119.5388927,66,False,False,False,10,True,0,False,False
1764364122.8692226,65,False,True,True,11,True,0,False,False
1764364126.1814754,63,False,True,True,12,True,0,False,False
1764364129.5705986,61,False,True,True,14,True,0,False,False
1764364134.260541,59,False,True,True,15,True,0,False,False
1764364136.878407,58,False,True,True,16,True,0,False,False
1764364140.4922354,56,False,True,True,17,True,1,False,False
1764364143.4206326,55,False,True,True,18,True,1,False,False
1764364147.4146345,53,False,True,True,20,False,1,False,False
1764364150.9469323,51,False,False,False,21,False,1,False,False
1764364154.7726893,51,False,False,False,20,False,1,False,False
1764364159.392091,51,False,False,False,19,False,1,False,False
1764364163.3994763,51,False,False,False,18,False,1,False,False
1764364167.6070123,51,False,False,False,18,False,1,False,False
1764364172.9271445,51,False,False,False,17,False,1,False,False
1764364177.0587282,51,False,False,False,16,False,1,False,False
1764364179.6578834,51,False,False,False,16,False,1,False,False
1764364186.0136712,51,False,False,False,15,False,1,False,False
1764364191.235119,51,False,False,False,14,False,1,False,False
1764364196.184896,51,False,False,False,14,False,1,False,False
1764364200.287504,51,False,False,False,13,False,1,False,False
1764364204.7237592,51,False,False,False,13,False,1,False,False
1764364210.0211217,51,False,False,False,12,False,2,False,False
1764364213.6261625,51,False,False,False,11,False,2,False,False
1764364217.93527,51,False,False,False,11,False,2,False,False
1764364220.9217138,51,False,False,False,11,False,2,False,False
1764364225.1053233,51,False,True,True,10,True,2,False,False
1764364228.1536524,50,False,True,True,11,True,2,False,False
1764364233.4481788,47,False,True,True,13,True,2,False,False
1764364238.8891704,45,False,True,True,14,True,2,False,False
1764364244.8931475,43,False,True,True,16,True,2,False,False
1764364250.8373456,41,True,True,True,18,True,2,False,False
1764364256.506721,42,True,True,True,19,True,2,False,False
1764364260.6889477,43,True,False,False,20,False,2,False,False
1764364263.032186,44,True,False,False,20,False,2,False,False
1764364268.7717152,48,True,False,False,19,False,2,False,False
1764364271.8086154,50,True,False,False,18,False,2,False,False
1764364274.5103812,51,True,False,False,18,False,2,False,False
1764364278.2336483,54,True,False,False,17,False,3,True,False
1764364281.8091981,57,True,False,False,19,False,0,False,False
1764364286.237612,59,True,False,False,19,False,0,False,False
1764364290.110182,62,True,False,False,18,False,0,False,False
1764364295.1243231,65,True,False,False,17,False,0,False,False
1764364301.2365675,69,True,False,False,17,False,0,False,False
1764364305.2282612,72,True,False,False,16,False,0,False,False
1764364310.2243018,75,True,False,False,15,False,0,False,False
1764364315.4360306,78,True,False,False,15,False,0,False,False
1764364319.131532,80,False,False,False,14,False,1,False,False
1764364322.6700592,80,False,False,False,13,False,1,False,False
1764364326.4833364,80,False,False,False,13,False,1,False,False
1764364328.9683456,80,False,False,False,13,False,1,False,False
1764364331.5699322,80,False,False,False,12,False,1,False,False
1764364337.1870992,80,False,False,False,12,False,1,False,False
1764364341.7167017,80,False,False,False,11,False,1,False,False
1764364345.762323,80,False,False,False,11,False,1,False,False
1764364349.4164383,80,False,False,False,10,True,1,False,False
1764364353.8723352,78,False,True,True,11,True,1,False,False
1764364356.5690572,77,False,True,True,12,True,1,False,False
1764364359.284669,75,False,True,True,13,True,1,False,False
1764364362.3804882,74,False,True,True,15,True,1,False,False
1764364365.266272,72,False,True,True,16,True,1,False,False
1764364367.6969223,71,False,True,True,17,True,1,False,False
1764364370.9788895,69,False,True,True,18,True,1,False,False
1764364375.9421003,66,False,False,False,20,False,1,False,False
1764364380.779311,66,False,False,False,19,False,1,False,False
1764364385.0155747,66,False,False,False,19,False,1,False,False
1764364389.2272623,66,False,False,False,18,False,1,False,False
1764364392.4134274,66,False,False,False,18,False,2,False,False
1764364395.498937,66,False,False,False,17,False,2,False,False
1764364400.45843,66,False,False,False,16,False,2,False,False
1764364405.032589,66,False,False,False,16,False,2,False,False
1764364408.2120416,66,False,False,False,15,False,2,False,False
1764364413.7529294,66,False,False,False,14,False,2,False,False
1764364417.2606623,66,False,False,False,14,False,2,False,False
1764364423.4287913,66,False,False,False,13,False,2,False,False
1764364428.2585807,66,False,False,False,13,False,2,False,False
1764364431.5414085,66,False,False,False,12,False,2,False,False
1764364435.864045,66,False,False,False,12,False,2,False,False
1764364440.2530751,66,False,False,False,11,False,2,False,False
1764364446.6246183,66,False,True,True,11,True,2,False,False
1764364452.5250921,63,False,True,True,13,True,2,False,False
1764364458.4033022,60,False,True,True,15,True,2,False,False
1764364463.337599,57,False,True,True,17,True,2,False,False
1764364469.0975037,55,False,True,True,21,False,0,False,False
1764364474.631589,54,False,False,False,21,False,0,False,False
1764364478.0031989,54,False,False,False,21,False,0,False,False
1764364482.7335782,54,False,False,False,20,False,0,False,False
1764364489.7467754,54,False,False,False,19,False,0,False,False
1764364493.3481123,54,False,False,False,18,False,0,False,False
1764364497.575379,54,False,False,False,18,False,0,False,False
1764364500.5567572,54,False,False,False,17,False,0,False,False
1764364504.099802,54,False,False,False,17,False,1,False,False
1764364507.5499444,54,False,False,False,16,False,1,False,False
1764364512.9755406,54,False,False,False,15,False,1,False,False
1764364517.9184606,54,False,False,False,15,False,1,False,False
1764364522.3322492,54,False,False,False,14,False,1,False,False
1764364527.8822508,54,False,False,False,13,False,1,False,False
1764364530.3588495,54,False,False,False,13,False,1,False,False
1764364535.023507,54,False,False,False,12,False,1,False,False
1764364538.2895496,54,False,False,False,12,False,1,False,False
1764364543.4301934,54,False,False,False,11,False,1,False,False
1764364546.03218,54,False,False,False,11,False,1,False,False
1764364549.903914,54,False,False,False,10,True,1,False,False
1764364552.848202,53,False,True,True,11,True,1,False,False
1764364557.2103243,51,False,True,True,12,True,1,False,False
1764364561.0171325,49,False,True,True,14,True,1,False,False
1764364566.668424,47,False,True,True,15,True,1,False,False
1764364569.31972,45,False,True,True,16,True,1,False,False
1764364574.4865394,43,False,True,True,18,True,2,False,False
1764364578.3255534,42,False,True,True,19,True,2,False,False
1764364582.3879995,41,True,True,True,20,False,2,False,False
1764364587.215197,42,True,False,False,21,False,2,False,False
1764364591.194624,45,True,False,False,20,False,2,False,False
1764364595.8325932,47,True,False,False,19,False,2,False,False
1764364600.513851,51,True,False,False,18,False,2,False,False
1764364605.2445064,54,True,False,False,18,False,2,False,False
1764364608.6606112,56,True,False,False,17,False,2,False,False
1764364612.2982116,58,True,False,False,17,False,2,False,False
1764364615.830253,60,True,False,False,16,False,2,False,False
1764364619.7826455,63,True,False,False,15,False,2,False,False
1764364626.0636845,67,True,False,False,15,False,2,False,False
1764364629.7271156,69,True,False,False,14,False,2,False,False
1764364633.725114,72,True,False,False,14,False,2,False,False
1764364637.1685324,75,True,False,False,13,False,2,False,False
1764364640.1907754,76,True,False,False,13,False,2,False,False
1764364643.3852963,78,True,False,False,14,False,1,True,False
1764364648.1996984,80,False,False,False,14,False,0,False,False
1764364652.8119278,80,False,False,False,14,False,0,False,False
1764364658.5680878,80,False,False,False,13,False,0,False,False
1764364662.6091988,80,False,False,False,12,False,0,False,False
1764364666.8614955,80,False,False,False,12,False,0,False,False
1764364671.1332576,80,False,False,False,11,False,0,False,False
1764364674.2790706,80,False,False,False,11,False,0,False,False
1764364677.2731862,80,False,False,False,10,True,0,False,False
1764364680.560179,80,False,True,True,10,True,0,False,False
1764364685.5274806,77,False,True,True,12,True,0,False,False
1764364688.5772767,76,False,True,True,13,True,1,False,False
1764364691.2937026,74,False,True,True,14,True,1,False,False
1764364695.3248181,72,False,True,True,16,True,1,False,False
1764364700.2816706,69,False,True,True,18,True,1,False,False
1764364704.8469608,67,False,True,True,20,False,1,False,False
1764364707.9341974,66,False,False,False,20,False,1,False,False
1764364713.6412673,66,False,False,False,19,False,1,False,False
1764364719.0364943,66,False,False,False,18,False,1,False,False
1764364723.4495513,66,False,False,False,18,False,1,False,False
1764364730.5306551,66,False,False,False,17,False,1,False,False
1764364736.8996003,66,False,False,False,16,False,1,False,False
1764364740.9792743,66,False,False,False,15,False,1,False,False
1764364745.9061565,66,False,False,False,14,False,1,False,False
1764364749.4806495,66,False,False,False,14,False,1,False,False
1764364753.7369998,66,False,False,False,13,False,1,False,False
1764364757.4237444,66,False,False,False,13,False,2,False,False
1764364762.1310155,66,False,False,False,12,False,2,False,False
1764364767.759186,66,False,False,False,11,False,2,False,False
1764364772.6987052,66,False,False,False,11,False,2,False,False
1764364776.0382972,66,False,False,False,11,False,2,False,False
1764364780.1945496,66,False,False,False,10,True,2,False,False
1764364784.219339,64,False,True,True,11,True,2,False,False
1764364790.329275,61,False,True,True,13,True,2,False,False
1764364793.32437,60,False,True,True,14,True,2,False,False
1764364796.2671382,58,False,True,True,16,True,2,False,False
1764364801.1438239,56,False,True,True,17,True,2,False,False
1764364804.8234634,54,False,True,True,19,True,2,False,False
1764364810.62222,51,False,False,False,20,False,2,False,False
1764364815.708079,51,False,False,False,20,False,2,False,False
1764364821.534715,51,False,False,False,19,False,2,False,False
1764364826.8554602,51,False,False,False,18,False,3,True,False
1764364831.9734693,51,False,False,False,20,False,0,False,False
1764364834.4128075,51,False,False,False,19,False,0,False,False
1764364838.8075538,51,False,False,False,19,False,0,False,False
1764364843.4593515,51,False,False,False,18,False,0,False,False
1764364847.6676233,51,False,False,False,17,False,0,False,False
1764364851.2259665,51,False,False,False,17,False,0,False,False
1764364854.9521263,51,False,False,False,16,False,0,False,False
1764364859.7540212,51,False,False,False,16,False,0,False,False
1764364864.5286639,51,False,False,False,15,False,0,False,False
1764364869.7272305,51,False,False,False,14,False,1,False,False
1764364875.2377095,51,False,False,False,13,False,1,False,False
1764364879.9777079,51,False,False,False,13,False,1,False,False
1764364883.1292458,51,False,False,False,12,False,1,False,False
1764364886.3239605,51,False,False,False,12,False,1,False,False
1764364890.4284644,51,False,False,False,11,False,1,False,False
1764364895.9532495,51,False,False,False,11,False,1,False,False
1764364901.8219028,51,False,True,True,10,True,1,False,False
1764364906.1948805,49,False,True,True,12,True,1,False,False
1764364909.5752854,47,False,True,True,13,True,1,False,False
1764364914.99516,45,False,True,True,14,True,1,False,False
1764364918.8759675,43,False,True,True,15,True,1,False,False
1764364921.5010617,42,False,True,True,16,True,1,False,False
1764364926.0743277,40,True,True,True,18,True,1,False,False
1764364929.9005303,41,True,True,True,18,True,1,False,False
1764364934.5837393,43,True,True,True,20,False,1,False,False
1764364939.70767,45,True,False,False,20,False,1,False,False
1764364942.692394,47,True,False,False,19,False,2,False,False
1764364946.5501063,49,True,False,False,19,False,2,False,False
1764364949.2550323,51,True,False,False,18,False,2,False,False
1764364953.3425033,53,True,False,False,18,False,2,False,False
1764364957.9207313,57,True,False,False,17,False,2,False,False
1764364961.667765,59,True,False,False,16,False,2,False,False
1764364967.5945203,63,True,False,False,15,False,2,False,False
1764364972.0404205,66,True,False,False,15,False,2,False,False
1764364977.0228338,69,True,False,False,14,False,2,False,False
1764364981.3916612,72,True,False,False,14,False,2,False,False
1764364984.3204706,74,True,False,False,13,False,2,False,False
1764364987.398311,75,True,False,False,13,False,2,False,False
1764364992.0420525,79,True,False,False,12,False,2,False,False
1764364996.1292768,80,False,False,False,12,False,2,False,False
1764365000.5121906,80,False,False,False,11,False,2,False,False
1764365005.2805912,80,False,False,False,10,True,2,False,False
1764365011.9835548,77,False,True,True,13,True,3,True,False
1764365016.4297643,75,False,True,True,17,True,0,False,False
1764365020.9851935,72,False,True,True,19,True,0,False,False
1764365024.736868,70,False,True,True,20,False,0,False,False
1764365027.947889,69,False,False,False,21,False,0,False,False
1764365032.0997837,69,False,False,False,20,False,0,False,False
1764365035.8476782,69,False,False,False,20,False,0,False,False
1764365039.077342,69,False,False,False,19,False,0,False,False
1764365042.3743265,69,False,False,False,19,False,0,False,False
1764365045.8243222,69,False,False,False,18,False,0,False,False
1764365050.5896251,69,False,False,False,17,False,1,False,False
1764365053.5699894,69,False,False,False,17,False,1,False,False
1764365056.8271399,69,False,False,False,16,False,1,False,False
1764365059.8181074,69,False,False,False,16,False,1,False,False
1764365063.040062,69,False,False,False,16,False,1,False,False
1764365066.1871026,69,False,False,False,15,False,1,False,False
1764365070.5094535,69,False,False,False,14,False,1,False,False
1764365073.498701,69,False,False,False,14,False,1,False,False
1764365077.7125309,69,False,False,False,14,False,1,False,False
1764365080.3331249,69,False,False,False,13,False,1,False,False
1764365084.4293907,69,False,False,False,13,False,1,False,False
1764365087.2508557,69,False,False,False,12,False,1,False,False
1764365090.8016937,69,False,False,False,12,False,1,False,False
1764365095.2310638,69,False,False,False,11,False,1,False,False
1764365099.4538512,69,False,False,False,11,False,1,False,False
1764365104.0329907,69,False,False,False,10,True,1,False,False
1764365109.0654328,68,False,True,True,11,True,1,False,False
1764365113.5022604,66,False,True,True,13,True,1,False,False
1764365116.948512,64,False,True,True,14,True,1,False,False
1764365120.646639,61,False,True,True,15,True,1,False,False
1764365124.0898814,60,False,True,True,17,True,2,False,False
1764365128.3383844,58,False,True,True,18,True,2,False,False
1764365131.9926295,56,False,True,True,19,True,2,False,False
1764365135.7275794,54,False,True,True,20,False,2,False,False
1764365139.6826198,54,False,False,False,20,False,2,False,False
1764365144.134193,54,False,False,False,20,False,2,False,False
1764365149.5878942,54,False,False,False,19,False,2,False,False
1764365154.4996595,54,False,False,False,18,False,2,False,False
1764365158.1850994,54,False,False,False,17,False,2,False,False
1764365162.5529473,54,False,False,False,17,False,2,False,False
1764365165.9719648,54,False,False,False,16,False,2,False,False
1764365168.792897,54,False,False,False,16,False,2,False,False
1764365173.3507638,54,False,False,False,15,False,2,False,False
1764365177.0293152,54,False,False,False,15,False,2,False,False
1764365179.9906406,54,False,False,False,14,False,2,False,False
1764365185.298936,54,False,False,False,14,False,2,False,False
1764365189.7983599,54,False,False,False,13,False,2,False,False
1764365194.1653352,54,False,False,False,15,False,0,False,False
1764365198.3986242,54,False,False,False,14,False,0,False,False
1764365201.684076,54,False,False,False,14,False,0,False,False
1764365208.132173,54,False,False,False,13,False,0,False,False
1764365212.34344,54,False,False,False,12,False,0,False,False
1764365217.031906,54,False,False,False,12,False,0,False,False
1764365221.6155424,54,False,False,False,11,False,0,False,False
1764365226.5402436,54,False,False,False,11,False,0,False,False
1764365231.0800745,54,False,True,True,10,True,0,False,False
1764365233.9063177,53,False,True,True,11,True,0,False,False
1764365239.7749882,50,False,True,True,13,True,1,False,False
1764365241.7504404,49,False,True,True,13,True,1,False,False
1764365245.0799398,48,False,True,True,15,True,1,False,False
1764365249.8299932,45,False,True,True,16,True,1,False,False
1764365252.8911011,44,False,True,True,17,True,1,False,False
1764365257.1929512,42,False,True,True,18,True,1,False,False
1764365262.6757135,40,True,True,True,19,True,1,False,False
1764365267.0574975,41,True,False,False,20,False,1,False,False
1764365271.1194634,44,True,False,False,20,False,1,False,False
1764365276.3435688,47,True,False,False,19,False,1,False,False
1764365280.9506762,51,True,False,False,18,False,1,False,False
1764365284.5145435,52,True,False,False,18,False,1,False,False
1764365288.0203369,55,True,False,False,17,False,1,False,False
1764365293.362527,58,True,False,False,16,False,1,False,False
1764365296.9311106,61,True,False,False,16,False,1,False,False
1764365301.4719558,64,True,False,False,15,False,1,False,False
1764365305.3721638,66,True,False,False,15,False,2,False,False
1764365308.6689565,68,True,False,False,14,False,2,False,False
1764365311.988941,71,True,False,False,14,False,2,False,False
1764365317.4033456,74,True,False,False,13,False,2,False,False
1764365322.6187265,77,True,False,False,12,False,2,False,False
1764365328.9032128,80,False,False,False,11,False,2,False,False
1764365331.7221358,80,False,False,False,11,False,2,False,False
1764365335.773007,80,False,False,False,11,False,2,False,False
1764365340.006957,80,False,False,False,10,True,2,False,False
1764365344.3761823,79,False,True,True,11,True,2,False,False
1764365347.5496776,77,False,True,True,12,True,2,False,False
1764365351.4013245,75,False,True,True,14,True,2,False,False
1764365354.8425958,73,False,True,True,16,True,2,False,False
1764365360.6713185,70,False,True,True,18,True,2,False,False
1764365365.071234,67,False,True,True,19,True,2,False,False
1764365370.2514691,66,False,False,False,20,False,2,False,False
1764365373.7116816,66,False,False,False,19,False,2,False,False
1764365378.2787623,66,False,False,False,21,False,0,False,False
