timestamp,PLC1_IR0,PLC1_IR1,PLC1_IR2,PLC1_IR3,PLC1_IR4,PLC1_IR5,PLC1_C0,PLC1_C1,PLC1_C2,PLC1_C3,PLC1_C4,PLC1_C5,PLC1_C6,PLC1_DR0,PLC1_DR1,PLC1_DR2,PLC1_DR3,PLC1_DR4,PLC1_DR5,PLC2_IR0,PLC2_IR1,PLC2_IR2,PLC2_IR3,PLC2_IR4,PLC2_IR5,PLC2_C0,PLC2_C1,PLC2_C2,PLC2_C3,PLC2_C4,PLC2_C5,PLC2_C6,PLC2_C7,PLC2_C10,PLC2_DR0,PLC2_DR1,PLC2_DR2,PLC2_DR3,PLC2_DR4,PLC2_DR5
1768573726.1848366,26266,18059,14634,12243,11932,18765,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13026,17866,12185,11873,18753,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573727.9201481,26266,18061,15067,12214,11906,18788,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13046,17857,12183,11870,18793,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573729.189218,26266,18062,15247,12132,11854,18759,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13065,17832,12203,11880,18774,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573730.6752582,26266,18066,15096,12191,11900,18770,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13075,17957,12160,11850,18759,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573731.0884614,26266,18066,15096,12191,11900,18770,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13075,17957,12160,11850,18759,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573732.7612884,26266,18069,14632,12242,11929,18868,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13094,17893,12191,11873,18792,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573733.871339,26266,18071,15034,12217,11916,18839,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13104,17839,12206,11885,18758,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573735.318262,26266,18072,15080,12200,11904,18829,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13113,17854,12191,11876,18808,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573735.7297268,26266,18072,15080,12200,11904,18829,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13113,17854,12191,11876,18808,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573736.9387822,26266,18074,15051,12212,11923,18872,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13132,17865,12196,11885,18835,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573738.6820426,26266,18073,15015,12219,11924,18869,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13151,17893,12180,11872,18836,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573740.0017912,26266,18073,15052,12197,11913,18835,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13165,18000,12154,11866,18859,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573740.7897809,26266,18071,15090,12182,11905,18843,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13165,18000,12154,11866,18859,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573741.2404666,26266,18071,15090,12182,11905,18843,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13172,17861,12192,11892,18863,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573741.778862,26266,18073,15076,12198,11909,18834,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13179,17886,12186,11884,18881,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573742.7478468,26266,18074,15160,12151,11872,18795,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13179,17886,12186,11884,18881,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573743.2609925,26266,18074,15160,12151,11872,18795,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13188,17839,12206,11896,18838,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573744.1704745,26266,18076,15077,12187,11901,18822,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13197,17860,12198,11885,18820,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573745.2679772,26266,18079,14567,12246,11950,18811,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13197,17860,12198,11885,18820,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573745.880042,26266,18080,15031,12206,11914,18783,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13207,17896,12187,11882,18827,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573746.264975,26266,18080,15031,12206,11914,18783,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13207,17896,12187,11882,18827,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573746.6815639,26266,18080,15031,12206,11914,18783,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13217,17815,12210,11900,18813,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573747.0868268,26266,18082,14604,12228,11931,18755,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13217,17815,12210,11900,18813,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573747.6465154,26266,18082,14604,12228,11931,18755,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13217,17815,12210,11900,18813,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573748.3110194,26266,18083,15095,12180,11904,18771,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13226,17980,12164,11870,18794,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573749.1494412,26266,18084,15019,12210,11917,18762,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13236,17882,12191,11890,18784,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573749.8291469,26266,18084,15019,12210,11917,18762,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13236,17882,12191,11890,18784,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573750.4334497,26266,18086,15101,12175,11895,18834,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13245,17910,12178,11877,18783,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573750.9015474,26266,18086,15101,12175,11895,18834,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13245,17910,12178,11877,18783,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573751.317596,26266,18087,15134,12156,11883,18825,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13264,17903,12183,11888,18782,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573751.7477899,26266,18087,15134,12156,11883,18825,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13264,17903,12183,11888,18782,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573752.1944573,26266,18087,15134,12156,11883,18825,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13264,17903,12183,11888,18782,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573752.6037388,26266,18090,15058,12192,11912,18796,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13273,17933,12168,11876,18814,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573753.009232,26266,18090,15058,12192,11912,18796,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13273,17933,12168,11876,18814,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573753.4289358,26266,18090,15058,12192,11912,18796,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13283,17851,12200,11900,18842,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573753.7666657,26266,18091,15131,12160,11894,18802,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13283,17851,12200,11900,18842,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573754.1210105,26266,18091,15131,12160,11894,18802,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13283,17851,12200,11900,18842,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573754.6502147,26266,18092,15046,12187,11913,18762,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13292,17852,12193,11895,18809,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573755.0701497,26266,18092,15046,12187,11913,18762,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13292,17852,12193,11895,18809,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573755.7658365,26266,18094,15041,12198,11918,18810,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13301,18028,12145,11867,18795,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573756.2248442,26266,18094,15041,12198,11918,18810,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13301,18028,12145,11867,18795,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573756.6089437,26266,18094,15041,12198,11918,18810,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13301,18028,12145,11867,18795,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573757.0507405,26266,18095,14594,12225,11948,18770,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13310,17961,12164,11880,18774,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573757.398745,26266,18095,14594,12225,11948,18770,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13310,17961,12164,11880,18774,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573758.0318642,26266,18097,14644,12211,11931,18819,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13319,17979,12158,11879,18777,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573758.360913,26266,18097,14644,12211,11931,18819,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13319,17979,12158,11879,18777,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573758.7296906,26266,18097,14644,12211,11931,18819,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13319,17979,12158,11879,18777,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573759.2856972,26266,18098,15034,12200,11925,18851,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13327,17871,12185,11895,18768,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573759.8676834,26266,18098,15034,12200,11925,18851,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13327,17871,12185,11895,18768,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573760.340398,26266,18099,15026,12195,11925,18822,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13336,17981,12160,11881,18772,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573760.818492,26266,18099,15026,12195,11925,18822,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13345,17978,12164,11882,18851,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573761.6911304,26266,18100,15021,12193,11920,18825,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13345,17978,12164,11882,18851,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573762.126963,26266,18100,15021,12193,11920,18825,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13362,17864,12195,11908,18856,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573762.7082763,26266,18102,15029,12196,11923,18832,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13362,17864,12195,11908,18856,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573763.603414,26266,18106,14558,12228,11953,18747,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13380,17955,12169,11889,18782,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573765.7129524,26266,18109,15111,12162,11903,18735,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13389,17955,12160,11888,18734,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573766.6372566,26266,18109,15111,12162,11903,18735,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13399,17873,12194,11913,18714,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573767.5107448,26266,18111,14604,12217,11953,18819,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13399,17873,12194,11913,18714,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573768.1204338,26266,18113,15074,12173,11913,18825,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13408,17953,12165,11893,18740,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573768.6342168,26266,18113,15074,12173,11913,18825,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13408,17953,12165,11893,18740,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573769.4714499,26266,18116,15028,12189,11926,18826,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13418,17912,12182,11906,18712,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573770.1969185,26266,18119,14644,12197,11939,18834,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13428,17950,12169,11894,18817,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573770.7883513,26266,18119,14644,12197,11939,18834,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13438,17947,12173,11896,18863,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573772.0535724,26266,18121,15019,12198,11934,18795,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13448,17900,12180,11906,18812,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573772.7836585,26266,18123,15006,12204,11944,18782,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13448,17900,12180,11906,18812,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573774.0879314,26266,18125,15067,12181,11928,18776,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13477,17951,12169,11902,18742,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573775.3056815,26266,18128,15062,12172,11921,18752,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13486,17832,12203,11930,18759,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573776.75071,26266,18132,14643,12202,11951,18765,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13496,17866,12193,11924,18749,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573777.4921577,26266,18132,14643,12202,11951,18765,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13505,17894,12187,11915,18766,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573778.5378392,26266,18134,15050,12181,11935,18777,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13515,17882,12196,11924,18801,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573780.8407845,26266,18136,15006,12197,11954,18783,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13534,17989,12156,11901,18789,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573781.3889189,26266,18134,14624,12200,11973,18746,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13534,17989,12156,11901,18789,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573782.4921157,26266,18132,14653,12196,11965,18777,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13542,17914,12183,11927,18774,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573784.5718095,26266,18130,14629,12206,11971,18732,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13555,17900,12183,11930,18745,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573785.9094954,26266,18133,15012,12202,11956,18752,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13566,17936,12176,11927,18761,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573787.0094934,26266,18134,14617,12205,11971,18743,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13574,17856,12192,11936,18724,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573787.8126166,26266,18136,14619,12206,11981,18787,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13583,17895,12186,11931,18716,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573788.8128605,26266,18135,14632,12208,11981,18835,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13592,17933,12161,11910,18700,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573789.3085482,26266,18135,14632,12208,11981,18835,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13592,17933,12161,11910,18700,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573789.756397,26266,18135,14632,12208,11981,18835,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13600,17982,12150,11909,18716,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573790.0431688,26266,18135,15019,12192,11957,18831,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13600,17982,12150,11909,18716,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573791.2107315,26266,18134,15014,12196,11963,18854,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13609,17830,12202,11949,18832,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573792.160315,26266,18134,15011,12190,11957,18844,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13616,17900,12175,11933,18856,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573793.4021757,26266,18135,14608,12214,11987,18771,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13623,17962,12165,11927,18861,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573794.9282308,26266,18137,14647,12204,11985,18754,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13637,17758,12226,11967,18800,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573796.8778083,26266,18141,15045,12188,11963,18765,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13664,17796,12208,11954,18726,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573797.967122,26266,18142,15053,12178,11953,18754,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13664,17796,12208,11954,18726,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573798.3906708,26266,18142,15053,12178,11953,18754,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13673,17831,12200,11949,18773,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573800.0573697,26266,18145,14596,12217,12008,18735,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13682,17961,12159,11929,18763,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573800.9118056,26266,18146,15085,12171,11952,18812,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13691,17919,12173,11936,18722,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573801.9566126,26266,18145,15099,12157,11946,18819,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13699,17927,12170,11933,18727,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573803.094411,26266,18144,14623,12213,12017,18871,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13708,17895,12179,11946,18766,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573804.4874406,26266,18144,14508,12252,12049,18860,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13716,17836,12198,11962,18838,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573805.7202933,26266,18143,15097,12167,11959,18820,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13730,17841,12197,11965,18867,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573807.1775181,26266,18144,15111,12167,11957,18745,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13744,17869,12186,11954,18737,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573808.6569664,26266,18149,15097,12165,11954,18713,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13754,17915,12169,11946,18726,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573809.3036644,26266,18149,15097,12165,11954,18713,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13762,17997,12144,11928,18745,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573810.5343957,26266,18150,14536,12241,12044,18780,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13772,17935,12172,11948,18728,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573811.319044,26266,18152,15127,12154,11952,18764,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13772,17935,12172,11948,18728,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573811.87048,26266,18153,15018,12200,11984,18746,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13780,17955,12159,11942,18754,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573812.353449,26266,18153,15018,12200,11984,18746,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13780,17955,12159,11942,18754,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573812.671455,26266,18153,15018,12200,11984,18746,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13780,17955,12159,11942,18754,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573813.8984628,26266,18155,15019,12199,11984,18754,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13799,17880,12191,11962,18778,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573815.5431736,26266,18159,15020,12200,11985,18774,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13809,17950,12165,11945,18769,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573816.957904,26266,18161,15036,12196,11980,18787,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13818,17792,12216,11983,18784,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573817.4855573,26266,18163,14614,12220,12032,18804,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13828,17868,12187,11966,18796,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573817.9812145,26266,18163,14614,12220,12032,18804,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13828,17868,12187,11966,18796,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573818.7275927,26266,18164,15135,12157,11961,18853,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13847,17929,12172,11955,18790,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573819.3283648,26266,18164,15135,12157,11961,18853,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13847,17929,12172,11955,18790,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573819.6921263,26266,18162,14651,12213,12033,18832,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13856,17916,12172,11957,18787,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573820.0822828,26266,18162,14651,12213,12033,18832,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13856,17916,12172,11957,18787,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573820.4561818,26266,18162,14651,12213,12033,18832,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13856,17916,12172,11957,18787,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573820.7466094,26266,18161,15051,12191,11992,18834,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13865,17789,12211,11987,18812,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573821.1831684,26266,18161,15051,12191,11992,18834,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13865,17789,12211,11987,18812,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573821.7941952,26266,18159,15167,12158,11962,18806,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13872,17768,12227,11997,18847,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573822.179647,26266,18159,15167,12158,11962,18806,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13872,17768,12227,11997,18847,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573822.9175334,26266,18160,14626,12221,12039,18773,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13879,17888,12184,11968,18815,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573823.2586915,26266,18160,14626,12221,12039,18773,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13879,17888,12184,11968,18815,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573824.0692236,26266,18160,15073,12200,11990,18763,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13885,18021,12140,11940,18821,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573824.606352,26266,18160,15073,12200,11990,18763,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13885,18021,12140,11940,18821,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573825.6714563,26266,18161,14653,12213,12038,18774,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13891,17979,12155,11952,18810,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573826.0885751,26266,18161,14653,12213,12038,18774,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13900,17794,12207,11989,18772,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573826.613539,26266,18162,15147,12177,11981,18780,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13900,17794,12207,11989,18772,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573827.0084999,26266,18162,15147,12177,11981,18780,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13909,17862,12196,11979,18808,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573827.7296786,26266,18163,14628,12229,12056,18752,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13909,17862,12196,11979,18808,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573828.1255105,26266,18163,14628,12229,12056,18752,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13909,17862,12196,11979,18808,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573828.514843,26266,18164,15090,12203,11996,18741,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13918,17922,12175,11967,18786,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573829.0650048,26266,18164,15090,12203,11996,18741,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13918,17922,12175,11967,18786,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573829.5470853,26266,18165,15055,12220,12012,18757,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13936,17792,12216,11998,18776,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573829.9479268,26266,18165,15055,12220,12012,18757,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13936,17792,12216,11998,18776,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573830.327244,26266,18165,15055,12220,12012,18757,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13936,17792,12216,11998,18776,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573830.7370543,26266,18167,14546,12253,12085,18828,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13945,17830,12198,11980,18770,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573831.1378102,26266,18167,14546,12253,12085,18828,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13945,17830,12198,11980,18770,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573831.5382118,26266,18167,14546,12253,12085,18828,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13945,17830,12198,11980,18770,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
1768573831.9275427,26266,18165,14645,12230,12070,18857,True,False,True,True,True,True,True,False,False,False,False,False,False,26266,13953,17896,12185,11978,18780,True,True,True,True,True,True,True,True,False,False,False,False,False,False,False
